合约名称,开仓时间,开仓价格,开仓方向,平仓时间,平仓价格,价差,胜率
pb1807_1min.csv,2018-05-24 13:31:00,19975.0,1,2018-05-24 13:39:00,19965.0,-10.0,0
pb1807_1min.csv,2018-06-15 09:01:00,20285.0,-1,2018-06-15 09:05:00,20290.0,-5.0,0
pb1807_1min.csv,2018-06-22 14:40:00,19870.0,-1,2018-06-22 21:05:00,20045.0,-175.0,0
